,name,price,size
3591,Veet Cream Normal 200Gm,Rs.666.67,200gm
3592,Veet Cream Sensitive Silk &...,Rs.324.79,100gm
3593,Veet Cream Dry Silk &...,Rs.324.79,100ml
3594,Veet Cream Normal Silk &...,Rs.324.79,100ml
3595,Veet cream 200 GM Bundle...,"Rs.1,560",2's
3596,Hair Removing Cream Aloe Vera...,Rs.155,120gm
3597,Hair Removing Cream Lemon 120gm,Rs.155,120gm
3598,Hair Removing Cream Rose 120gm,Rs.155,120gm
3599,L'Oréal Paris Excellence Natural Hair...,Rs.399.01,1's
3600,Hair Rescue Oil,"Rs.2,200",1's
3601,Atopalm Moisturizing Shampoo 250ml,"Rs.2,691",250ml
3602,Anti Hair Loss Shampoo For...,Rs.990,200ml
3603,Healthy Hair Cap 60's,"Rs.4,976",60's
3604,Moringa Oil For (Hair Care...,"Rs.1,450",100ml
3605,Moringa Oil For (Hair Care...,Rs.750,50ml
3606,Eden Roc Hair Tonic Large...,Rs.180,185g
3607,Eden Roc Hair Tonic Medium...,Rs.125,95g
3608,Follione Anti Dandruff Shampoo 120ml,Rs.550,1's
3609,Evocapil Anti Hair Loss Spray...,Rs.999,60ml
3610,Charm Natural Lushtress Daily Conditioning...,"Rs.1,050",250ml
3611,Charm Natural Lushtress Exotic Hair...,Rs.975,100ml
3612,Piromin Shampoo 120ml,Rs.550,120ml
3613,X-Pel Shampoo 120ml,Rs.550,120ml
3614,Noxidil Scalpe Solution 60ml,Rs.512,60ml
3615,New Hair Spray 1's,"Rs.4,000",1'sManufacturer:...
3616,Healthy Hair Shampoo 1's,"Rs.3,000",1'sManufacturer:...
3617,New Hair Shampoo 1's,"Rs.3,000",1'sManufacturer:...
3618,Healthy Scalp Shampoo 1's,"Rs.3,000",1'sManufacturer:...
3619,Alopia Hair Food(L) Liq 100ml,Rs.500,100ml
3620,Alopia Hair Food(S) Liq 50ml,Rs.300,50ml...
3621,Alopia Hair Food Plus(S) Liq...,Rs.300,50ml
3622,Alopia Hair Food Plus(M) Liq...,Rs.390,1's
3623,Collagen 3% Advanced Booster,"Rs.4,680",
3624,Be White 3% Whitening Foam,"Rs.3,042",
3625,Be White Peel 8% 40ml,"Rs.3,042",40ml
3626,Ceramides 1% Absolute Repair 30ml,"Rs.5,265",30ml
3627,Be White 1% Purifying Gel...,"Rs.3,042",15ml
3628,Wonderfull Night Laa 20% 15ml,"Rs.5,265",15ml
3629,Be White Body Balm 30ml,"Rs.4,095",30ml
3630,24 K Gold Serum 15ml,"Rs.2,500", 15ml
3631,Beauty Cream Large 28gm,Rs.600, 28gm
3632,Beauty Mask 25ml,Rs.200,25ml
3633,Beauty Soap Large 80gm,Rs.240, 80gm
3634,Bubble Charcoal Black Mask 25ml,Rs.290,25ml
3635,Neem Soap 84gm,Rs.135, 84gm
3636,Sebium H2O 100ml,"Rs.1,200",100ml
3637,Skin Active Rose Water 100ml,Rs.150, 100ml
3638,Suck Black Head Nose Strip...,Rs.80,2gm
3639,Charm Natural Soapless Facewash with...,Rs.475,50ml
3640,Charm Natural Vitamin C and...,Rs.850,90g
3641,Xelite Face Wash 30Gm,Rs.800,30gm
3642,Gleam Face Wash 50Gm,Rs.230.85,50gm
3643,Gleam Cream 20Gm,Rs.250,20gm
3644,Face Tonic Z Whitening Formula...,Rs.280,1's
3645,Whitening Serum Parlor Pack 12ml,Rs.650,12ml...
3646,Medac Face Wash 60ml,Rs.582.35,60ml
3647,Minoxin Plus Sol 5% 60ml,Rs.700,60ml
3648,Minoxin Sol 2% 60ml,Rs.500,60ml
3649,Hair Max Topical Sol 2%...,Rs.730.23,60ml
3650,Hair Max Plus Topical Sol...,Rs.811.36,60ml
3651,Higrow Topical Sol 5% 60ml,Rs.475,60ml
3652,Face Tonic Z Whitening Formula...,Rs.280,1's
3653,Activated Charcoal Soap 1's,Rs.500,1's
3654,Atopalm Moisturizing Foot And Heel...,"Rs.2,340",120ml
3655,Zeroid Dermanewal Cream 50ml,"Rs.3,111.50",50ml
3656,Atopalm Real Barrier Extreme Cream...,Rs.962.84,28mL
3657,Real Barrier Cream Cleansing Foam...,"Rs.2,834.79",150gm
3658,Physiogel DMT Shower Cream 150ml,"Rs.1,200",150ml
3659,Repavar Anti Stretch Mark Cream...,"Rs.4,000",250ml
3660,Atopic Body Cream 150ml,"Rs.3,600",150ml
3661,Skin Shine Beauty Cream 17g,Rs.300,1's
3662,Saffron Cap 30's,Rs.500,30's
3663,Aquaphil Healing Oint 100gm,Rs.199,100gm
3664,Dermira Foaming Cleanser 120ml,"Rs.1,499",120ml
3665,Piromin Shampoo 120ml,Rs.550,120ml
3666,Xelite Cream 30gm,"Rs.1,050",1's
3667,Xelite Face Wash 120ml,Rs.800,120ml
3668,Xilent Cream 30gm,"Rs.1,099",1's
3669,Xilent Face Wash 120ml,Rs.800,120ml
3670,Xilent Soap 75gm,Rs.299,1's
3671,X-Pel Shampoo 120ml,Rs.550,120ml
3672,Noxidil Scalpe Solution 60ml,Rs.512,60ml
3673,Face Tonic Z Whitening Formula...,Rs.280,1's
3674,Alopia Hair Food Plus(S) Liq...,Rs.300,50ml
3675,Alopia Hair Food Plus(M) Liq...,Rs.390,1's
3676,Posterisan Oint 10gm,Rs.316.65,10g
3677,Posterisan Forte Oint 10gm,Rs.333.78,10g
3678,Hadensa Comfort Oint 25g,Rs.300,25g...
3679,Daflon Tab 500mg 20's,Rs.481.40,20's
3680,Polypep Susp 10mg/5ml 60ml,MRP Rs.93.20 5% off Rs.88.54,60ml
3681,Polypep Tab 40mg 1x10's,Rs.358.06,1x10's
3682,Polypep Ac Tab 10mg 250's,Rs.822.25,250's
3683,Famotop Tab 40mg 10'S,Rs.130.50,120ml
3684,Famtaza Tab 20mg 20's,Rs.151.18,20's
3685,Famtaza Tab 40mg 10's,Rs.122.73,10's
3686,Famtaza Dry Susp 10mg/5ml 60ml,Rs.73.05,60ml
3687,H2-Rec Inj 50mg 10Ampx2ml,Rs.176.47,10...
3688,Pepcidine Tab 40mg 10's,Rs.374.92,10's
3689,Motn Tab 20mg 20's,Rs.135,20's
3690,Motn Tab 40mg 10's,Rs.110,50's
3691,Ranisifar Inj 50mg 10Vialx2ml,Rs.120,10's
3692,Ranisifar Tab 150mg 10's,Rs.56,10vialx2ml
3693,Stomachcare Susp 60ml,Rs.35,60ml
3694,Stomachcare Blister Tab 40mg 1x10's,Rs.145.47,10's
3695,Stomachcare Blister Tab 20mg 1x20's,Rs.135,20's
3696,Tiobine Inj 50mg/2ml 10's,Rs.110,10's
3697,Ratidin Tab 150mg 1x10's,Rs.56,10's
3698,Otidin Tab 40mg 10's,Rs.110,10's...
3699,S-Cid Tab 150mg 1x10's,Rs.56,1x10's
3700,Acicon Tab 40mg 10's,Rs.237.60,10's
3701,Acicon Tab 20mg 10's,Rs.130.29,10's
3702,Famot Tab 20mg,Rs.234,20's
3703,Famot Tab 40mg 10Æ’??s,Rs.228,10's
3704,Clycin V Cream 2% 40gm,Rs.478.80,1's
3705,Clozim-6 Vag Tab 100mg 6's,MRP Rs.80 5% off Rs.76,6's
3706,Clozim-1 Vag Tab 500mg 1's,MRP Rs.75 5% off Rs.71.25,1's
3707,Gyno Tab 500mg 1's,Rs.69,
3708,Gyno Tab 100mg 6's,Rs.60,6's
3709,Gynacin-V Vaginal Cream 2% 40g,Rs.287,40g
3710,Vagizole Vaginal Tab 100mg 6's,Rs.60,6's
3711,Vagizole Vaginal Tab 500mg 1's,Rs.64,1's
3712,Butacon Vaginal Cream 2% 20g,Rs.222,20g
3713,Cremazole Vaginal Cream 1% 10g,Rs.32,10g
3714,Fentyzole-V Cream 2% 20g,Rs.85,20g
3715,Gynacin Vaginal Cream 2% 20g,Rs.144,20g
3716,Vagizole V Cream 10% 5g,Rs.110,5g
3717,Zamitro Vaginal Tab 1's,Rs.64,1's
3718,Zamitro Vaginal Tab 6's,Rs.60,6's
3719,Vegacin Vaginal Cream 2% 40g,Rs.200,10g
3720,Brumixol Vaginal Ovules 100mg 6's,MRP Rs.285 5% off Rs.270.75,6's
3721,Cara-Clot V Cream 1% 10g,Rs.32,10g
3722,Cara-Clot V Cream 1% 35g,Rs.103,35g
3723,Cara-Clot V Cream 10% 5g,Rs.110,5g
3724,Clindex Vaginal Cream 2% 40g,Rs.287,10's
3725,Surmount Vaginal Gel 0.75% 15g,Rs.50,20's
3726,Gyno-Daktarin V-Cream 2% 20gm,Rs.125.47,20gm
3727,Sulphakream-N Vaginal Cream 15% 80g,Rs.144.73,80g
3728,Lomexin Vag Tab 2's,Rs.541.18,2's
3729,Lomexin Vag Cream 40gm,Rs.441.72,40g
3730,Cara-Clot V Cream 10% 5g,Rs.110,5g
3731,Clindex Vaginal Cream 2% 40g,Rs.287,10's
3732,Surmount Vaginal Gel 0.75% 15g,Rs.50,20's
3733,Surmount Vaginal Gel 0.75% 25g,Rs.90,28's
3734,IVF-M Inj 75IU 1Vial,Rs.882,1vial
3735,IVF-C Inj 5000 IU 1Amp,"Rs.1,486",1Amp
3736,IVF-M- 150IU Inj 1Vial,"Rs.2,327.98",1Vial
3737,Utrogestan Cap 100mg 30's,"Rs.1,536",30's
3738,Utrogestan Cap 200mg 15's,"Rs.1,184.75",15's
3739,Femina Syp 120ml,Rs.60,120ml
3740,Gyno-Daktarin V-Cream 2% 20gm,Rs.125.47,20gm
3741,Tinostol Sachet 10's,"Rs.2,000",10's
3742,Pessary Ring Size 61 1's,"Rs.1,500",1's
3743,Pessary Ring Size 62 1's,"Rs.1,500",1's
3744,Pessary Ring Size 65 1's,"Rs.1,500",1's
3745,Pessary Ring Size 68 1's,"Rs.1,500",1's
3746,Pessary Ring Size 70 1's,"Rs.1,500",1's
3747,Pessary Ring Size 71 1's,"Rs.1,500",1's
3748,Pessary Ring Size 74 1's,"Rs.1,500",1's
3749,Pessary Ring Size 80 1's,"Rs.1,500",1's
3750,Pessary Ring Size 85 1's,"Rs.1,500",1's
3751,Pessary Ring Size 90 1's,"Rs.1,500",1's
3752,Heer Copper TCS 380 IUD...,"Rs.11,200",50's
3753,Heer Copper TCS 380 IUD...,Rs.224,
3754,Ubex Tab 40mg 20's,Rs.414,20's
3755,Ubex Tab 80mg 20's,Rs.680,20's
3756,Colchicine Tab 0.5mg 100's,MRP Rs.425.91 5% off Rs.404.61,100's
3757,Gouric Tab 40mg 20's,MRP Rs.380 5% off Rs.361,20's
3758,Gouric Tab 80mg 20's,MRP Rs.700 5% off Rs.665,20's
3759,Urigo Tab 40mg 20's,Rs.295,20's
3760,Urigo Tab 80mg 20's,Rs.375,20's
3761,Urizak Tab 40mg 20's,Rs.400,20's
3762,Urizak Tab 80mg 20's,Rs.670,20's
3763,Zerogout Tab 40mg 20's,Rs.417.68,20's
3764,Zerogout Tab 80mg 20's,Rs.718,20's
3765,Adenuric Tab 80mg 2x10's,Rs.585,20's
3766,Adenuric Tab 40mg 2x10's,Rs.350,20's
3767,Febux Tab 80mg 20's,Rs.620,20's
3768,Deuric Tab 40mg 20's,Rs.345,20's
3769,Deuric Tab 80mg 20's,Rs.644,20's
3770,Febugout Tab 40mg 20's,Rs.360,14's
3771,Febugout Tab 80mg 20's,Rs.615,10's
3772,Tyloric Tab 40mg 20's,Rs.300,20's
3773,Frostat Tab 80mg 2×10's,Rs.290,2×10's
3774,Uristat Tab 40mg 20's,Rs.494,20's
3775,Uristat Tab 80mg 20's,Rs.600,20's
3776,Urigo Tab 40mg 10's,Rs.147.50,1...
3777,Zurig Tab 80mg 10's,Rs.375,10'sMarketed...
3778,Freestyle Libre Meter,"Rs.9,075",1's...
3779,Freestyle Libre Sensor,"Rs.10,890",1's...
3780,Contour Meter TS 1's,"Rs.2,900",1's
3781,Evocheck BGM 700s Kit 1's,"Rs.2,950",1's
3782,On Call Ez II Blood...,"Rs.1,800",1's
3783,Certeza Blood Glucose Test strips...,"Rs.1,050",50's
3784,Glu-Sage Smartphone Glucose Meter 1's,"Rs.2,700",1's
3785,ACCU-CHEK Active New MG/DL Gen...,"Rs.3,700",1's
3786,Accu Chek Performa La Apac...,"Rs.3,900",1's
3787,Package of ACCU-CHEK Active New...,"Rs.3,800",1's+25's
3788,Freestyle Optium Strips 50's,"Rs.1,595",50's
3789,Contour TS Strips 25's,"Rs.1,275",25's
3790,Evocheck BGM Strips 50's,"Rs.1,450",
3791,On Call Plus Test Strip...,Rs.648,25's
3792,On Call Plus Test Strip...,"Rs.1,000",50's
3793,ACCU-CHEK Active Glucose Strips 50's,"Rs.1,437",50's
3794,ACCU-CHEK Active Glucose Strips 25's,Rs.805,25's
3795,Accu Chek Performa Glucose Strips,Rs.875,25's
3796,ACCU-CHEK Performa Glucose Strips 50's,"Rs.1,375",50's
3797,ACCU-CHEK Active Glucose Strips 2x50's,"Rs.2,745",2x50's...
3798,ACCU-CHEK Performa Glucose Strips 100's,"Rs.2,550",100...
3799,Life Chek TD-4141 Sugar Test...,MRP Rs.900 10% off Rs.810,50...
3800,Diactal Tab 15mg 1x14's,MRP Rs.70 5% off Rs.66.50,14's
3801,Diactal Tab 30mg 1x14's,MRP Rs.140 5% off Rs.133,14's
3802,Diactal Tab 45mg 1x14's,MRP Rs.195 5% off Rs.185.25,14's
3803,Piofit Plus Tab 15mg/500mg 2x10's,Rs.188.17,2x10's
3804,Piofit Tab 30mg 2x10's,MRP Rs.460 5% off Rs.437,2x10's
3805,Piofit Plus Tab 15mg/850mg 2x10's,MRP Rs.192.42 5% off Rs.182.80,2x10's
3806,Piofit Plus Tab 500mg 2x10's,Rs.188.17,20's
3807,Glitos Tab 30mg 14's,MRP Rs.181 5% off Rs.171.95,14's
3808,Glitos Tab 15mg 14's,MRP Rs.110.50 5% off Rs.104.98,14's
3809,Glitos Tab 45mg 14's,MRP Rs.221.50 5% off Rs.210.43,14's
3810,Zona-4 Tab 4mg 10’s,Rs.105,10's
3811,Glizon Tab 2mg 10's,Rs.53,10's
3812,Glizon Tab 4mg 10's,Rs.105,10's
3813,Glizon Tab 8mg 10's,Rs.200,10's
3814,Fantasmic Plus Tab 2mg/30mg 2x10's,Rs.290,2x10's
3815,Fantasmic Plus Tab 4mg/30mg 2x10's,Rs.300,2x10's
3816,Fantasia Tab 15mg 2x7's,MRP Rs.98 5% off Rs.93.10,14's
3817,Fantasia Tab 30mg 2x7's,Rs.300,14's
3818,Fantasia Tab 45mg 2x7's,MRP Rs.224 5% off Rs.212.80,14's
3819,Diglyta Plus Tab 15mg/500mg 14's,Rs.143.99,14's
3820,Ligazo Tab 15mg 14's,Rs.85,14's
3821,Ligazo Tab 30mg 14's,Rs.140,14's
3822,Ligazo Tab 45mg 14's,Rs.200,14's
3823,Piomet Tab 15mg/500mg 14's,Rs.143.18,14's
3824,Hytrin Tab 1mg 3x10's,Rs.345.12,3x10's
3825,Hytrin Tab 5mg 3x10's,"Rs.1,656.63",3x10's
3826,Thyrazol Tab 5mg 100's,MRP Rs.100 5% off Rs.95,100's
3827,Hyzosin Tab 5mg 3x10's,Rs.468,30's
3828,Hyzosin Tab 1mg 10's,Rs.60,10's
3829,Avodart Cap 0.5mg 30's,"Rs.2,000",30's
3830,Duodart Cap 0.5mg/0.4mg 30's,"Rs.3,564",30's
3831,Tamsol-D Cap 20's,"Rs.1,430",20's
3832,Cardura Tab 2mg 20's,Rs.503.60,20's
3833,Cardura Tab 4mg 20's,"Rs.1,091.74",20's
3834,Xatral LP Tab 10mg 3x10's,"Rs.1,575.30",30...
3835,Xatral SR Tab 5mg 2x14's,"Rs.1,072.98",28...
3836,Uri-Dox Tab 1mg 10's,Rs.75,10's
3837,Uri-Dox Tab 4mg 2x10's,Rs.350,20's
3838,Proscar Tab 5mg 14's,Rs.936,14's
3839,Neo-Mercazole Tab 100's,Rs.170.04,100's
3840,Cogniza Syrup 120Ml,Rs.245.60,120mlManufacturer:...
3841,Cogniza Tablet 1 X 30'S,Rs.530,1...
3842,Cova Tab 80mg 14's,MRP Rs.210 5% off Rs.199.50,14's
3843,Cova Tab 160mg 14's,MRP Rs.300 5% off Rs.285,14's
3844,Cova-H Tab 80mg/12.5mg 14's,MRP Rs.240 5% off Rs.228,14's
3845,Cova-H Tab 160mg/12.5mg 14's,Rs.310,14's
3846,Meroget IV Inj 1g 1vial+2Ampx10ml,"Rs.2,400",1vial+2Ampx10ml...
3847,Meroget IV Inj 500mg+1Amp x10ml,"MRP Rs.1,252 5% off Rs.1,189.40",1ampx10ml
3848,Rivaxo Tab 10mg 10's,Rs.350,10's
3849,Rivaxo Tab 15mg 10's,Rs.450,10's
3850,Treviamet Tab 50mg/850mg 14's,MRP Rs.399 5% off Rs.379.05,14's
3851,Rivaxo Tab 20mg 10's,MRP Rs.525 5% off Rs.498.75,10's
3852,Velpaget Tab 400mg/100mg 28's,"MRP Rs.10,300 8% off Rs.9,500",28'sMarketed...
3853,Mibega Tab 25mg 10's,Rs.930,10's
3854,Mibega Tab 50mg 10's,"Rs.1,500",10's
3855,Razodex Cap 60mg 30's,Rs.945,30's
3856,Razodex Cap 30mg 30's,Rs.525,30's
3857,Tioget Cap 18mcg 30's,Rs.595,30's
3858,Respomatic DPI Device 1's,Rs.260,1's
3859,Treviamet XR Tab 50mg/500mg 14's,Rs.518,14's
3860,Treviamet XR Tab 50mg/1000mg 14's,Rs.532,14's
3861,Vilget-M Tab 50mg/500mg 14's,Rs.465,14's
3862,Getformin Tab 1mg/500mg,MRP Rs.219.15 5% off Rs.208.19,30's
3863,Getformin Tab 2mg/500mg 30Æ’??s,MRP Rs.360.87 5% off Rs.342.83,30's
3864,Cefiget Cap 400mg 5Æ’??s,Rs.394.51,5's
3865,Gonadil-F Cap 10's,Rs.214.25,10's
3866,Myozyme Inf 50mg (Powder for...,"Rs.97,604.32",1's
3867,Atrelax Inj 25mg 5Ampx2.5ml,Rs.594.41,5ampx2.5ml
3868,Atrelax Inj 50mg 5Ampx5ml,"Rs.1,149.52",5ampx5ml
3869,Pofol Inj 200mg 1Vial,"Rs.2,318.57",1...
3870,Restane Bottle 100ml 1's,"Rs.2,979.39",1's
3871,S-Choline lnj 100mg 50Amp,"Rs.2,788.31",50...
3872,Etomidate Lipuro Inj 1Ampx10ml,Rs.346.99,1Ampx10ml
3873,Acuron Inj 10mg 5Ampx3ml,Rs.997.82,5ampx3ml
3874,Acuron Inj 10mg 5Ampx5ml,"Rs.1,661.44",5ampx5ml
3875,Diprivan Inj 200mg 5Ampx20ml,"MRP Rs.2,050.34 5% off Rs.1,947.82",5...
3876,Fresofol Inj 1% 5Ampx20ml,"Rs.1,649",20ml
3877,Propofol Inj 1% 1Ampx20ml,Rs.144.08,1Ampx20ml
3878,Propofol Inj 1% 5Ampx20ml,Rs.720.41, 5Ampx20ml
3879,Relaxtron Inj 25mg 5Ampx2.5ml,Rs.279.06,5Ampx2.5ml
3880,Zuselax Inj 100mg 1Vial,Rs.38.54,1's
3881,Zuselax Inj 500mg 1Vial,Rs.101,1's
3882,Relaxtron Inj 10mg/ml 5Ampx5ml,Rs.576.33,5...
3883,A-Care Inj 25mg 2.5ml,Rs.80,2.5ml
3884,A-Care Inj 50mg 1Vial,Rs.135,1's
3885,Calperol Inj 10mg 1x10Vial,Rs.50,10's
3886,Calperol Inj 25mg 1x10Vial,Rs.90,10's
3887,Calyperol Inj 50mg 2ml,Rs.25,2ml
3888,Flurane Inj 100ml,"Rs.2,110",1vial
3889,Sebium Moussant Gel 45ml,Rs.700,45ml
3890,Sebium Sensitive Gel 30ml,"Rs.2,500",30ml
3891,Solaris SC 45ml,"Rs.1,890",45mlMarketed...
3892,Sebionex Mattyfying Gel 40ml,"Rs.2,337.66",40ml
3893,Cicastim Gel 15ml,"Rs.2,106",15ml
3894,Be White 1% Purifying Gel...,"Rs.3,042",15ml
3895,Panslay Gel 1.20Mg,Rs.88.18,20mg
3896,Dicloran Gel Double Strength 20G,Rs.88.18,20g
3897,Evotizer Hand Sanitizer Gel 100Ml,"Rs.1,000",100ml
3898,Hifazat Hand Sanitizer Gel 50Ml,"Rs.1,000",50ml
3899,Hifazat Hand Sanitizer Gel 100Ml,"Rs.1,000",100ml
3900,Hifazat Hand Sanitizer Gel 500Ml,"Rs.1,000",500ml
3901,Clodium Gel 20Gm,Rs.88.18,20gm
3902,Acne Scar Care Gel 15gm,Rs.345,15gm
3903,Achfree Gel 35G,Rs.370,1'sMarketed...
3904,Fastum Gel 2.5% 50gm,Rs.330.32,50g
3905,Hand Sanitizer Gel 55gm,Rs.135,55gm
3906,Sebium H2O 100ml,"Rs.1,200",100ml
3907,Adapco Forte Gel 15Gm,Rs.422.44,15gm
3908,Umbilica Gel 10gm,Rs.65.13,10gm
3909,Dicloran Gel 20g,Rs.106.58,20g
3910,Clindapearl Gel 10G,Rs.130,10G
3911,Isopearl Gel 10Gm,Rs.130,10GM
3912,Isopearl-E 10G Gel,Rs.295,10G
3913,Z-Sulp Syp 60ml,Rs.79.69,60ml
3914,Itotab Tab 50mg 10's,Rs.190,20's
3915,Itotab OD Tab 150mg 10's,Rs.300,5's
3916,Neoprad Tab 50mg 20's,Rs.299,20's
3917,Dispride Tab 25mg 20's,Rs.180,20's
3918,Dispride Tab 50mg 20's,Rs.250,20's
3919,Motilium Susp 120ml (Aspin),Rs.122.73,120ml
3920,Imodium Cap 2mg 10x6's,Rs.265,2mg
3921,Motilium-V Tab 12.7mg 50's,Rs.345.33,50's
3922,Motilium Tab 10mg 50's,Rs.314.12,50's
3923,Stugeron Tab 25mg 50's,Rs.122.46,50's
3924,Motilium Tab 10mg 10's,Rs.62.82,10's
3925,Motilium-V Tab 12.7mg 10's,Rs.69.07,10's
3926,Motilium V Tab 10mg 50's,Rs.379.87,50's
3927,Imodium Cap 2mg 1x10's,Rs.44.17,10's
3928,Sowel Tab 25mg 20's,Rs.217,20's
3929,Aptimax Syp 120ml,Rs.189,120ml...
3930,Aptimax Plus Syp 120ml,Rs.199,120ml
3931,Bertize Syrup 120ml 1's,Rs.156,1's
3932,Aspite Syp 120ml,Rs.195,120ml
3933,Itofix Tab 50mg 10's,Rs.189,10's
3934,Itofix SR Tab 150mg 10's,Rs.360,10's
3935,Appe-5 120ml,Rs.194,120ml
3936,Levopraid Tab 50mg 10's,Rs.343.28,10's
3937,Zamitro Cream 1% 10g,Rs.32,100ml
3938,Funge Tab 125mg 10's,Rs.360,10's
3939,Funge Tab 250mg 2x5's,Rs.495,10's
3940,Candistate Oral Gel 2% 20gm,Rs.87,20's
3941,Candistate 7 Cream 2% 20gm,Rs.99,30ml
3942,Fluzole Cap 150mg 1's,Rs.138,1's
3943,Candizol Cap 50mg 7's,Rs.322,7's
3944,Candizol Cap 150mg 1's,Rs.138,1's
3945,Candizol Cap 200mg 4's,Rs.480,4's
3946,Cara-Clot Tab 500mg 1's,Rs.64,1's
3947,Cara-Clot Tab 500mg 6's,Rs.353,6's
3948,Caratin Cap 150mg 1's,Rs.138,100's
3949,Terb-C Tab 125mg 10's,Rs.313,10's
3950,Fungazole Cap 150mg 1x1's,Rs.182.50,1's
3951,Daktarin Cream 10gm (Aspin),Rs.117.59,1's
3952,Daktarin oral Gel 20gm (Aspin),Rs.170.91,1's
3953,Daktarin Oral Gel 2% 20gm,Rs.170.91,20gm
3954,Sporanox Cap 100mg 4's,Rs.576.19,4's
3955,Gyno Daktarin Cream 20gm,Rs.180.78,1's
3956,Grafazole Cap 1's,Rs.172,1's
3957,TAZ Tab 125mg 1x10’s,Rs.313,1x10’s
3958,Gonasin Cap 50mg 1×7’s,Rs.450,1x7’s
3959,Conazit Cap 150mg 4's,Rs.508,4's
3960,Clozox Tab 500mg 1Æ’??s,Rs.90,1's
3961,Smog Kit 1's,Rs.350,1's
3962,Traveler's First Aid Kit 1's,"Rs.3,000",1's
3963,Menstrual Kit 1's,"Rs.3,150",1's
3964,First Aid Box Empty Large...,"Rs.1,709.40",1's
3965,First Aid Box Empty Large...,"Rs.1,324.79",larg
3966,First Aid Box Empty Large...,"Rs.1,794.87",1's
3967,Covid Care Kit,Rs.992,1'sMarketed...
3968,First Aid Box Empty Large...,"Rs.1,324.79",larg
3969,First Aid Box Empty Large,"Rs.1,709.40",1's
3970,First Aid Box Empty Large...,"Rs.1,794.87",1's
3971,Cock Up Splint Large (Cok-L)...,"Rs.1,650",1's
3972,Cock Up Splint Medium (Cok-M)...,"Rs.1,650",1's
3973,Cock Up Splint Small (Cok-S)...,"Rs.1,650",1's
3974,Cervical Foam Coller Large (Foam-L)...,Rs.650,1's...
3975,Cervical Foam Coller Small (Foam-S)...,Rs.650,1's
3976,Finger Splint (3/4'') (Fs-0.25) 1's,Rs.300,1's
3977,Finger Splint (Fs-0.5) 1's,Rs.300,1's
3978,Finger Splint (1'') (Fs-1.0) 1's,Rs.300,1's
3979,Cervical Coller (Hard-M) 1's,"Rs.1,225",1's
3980,Cervical Coller (Hard-L) 1's,"Rs.1,225",1's
3981,Delta-Net Stockinette 2.5cmx22.8m 1's,"Rs.3,000",1's
3982,Delta-Net Stockinette 7.5cmx22.8m 1's,"Rs.4,200",1's
3983,Delta-Net Stockinette 5cmx22.8m 1's,"Rs.3,200",1's
3984,Delta-Net Stockinette 10cmx22.8m 1's,"Rs.5,550",1's
3985,Delta-Net Stockinette 15cmx22.8m 1's,"Rs.7,500",1's
3986,SRC Hand Sanitizer 250ml 1's,Rs.478.63,250ml
3987,SRC Ultra Safe Hand Sanitizer...,"Rs.2,564.10",1's
3988,SRC Hand Sanitizer with Pump...,MRP Rs.750.01 10% off Rs.675.01,500ml Marketed...
3989,Max Guard Hand Sanitizer Lemon...,Rs.210,50ml
3990,Sanite Hand Sanitizer Gel 60ml,Rs.180,60ml
3991,Sanite Hand Sanitizer Gel 100ml,Rs.270,100ml
3992,Sanite Hand Sanitizer Gel 500ml,Rs.850,500ml
3993,Aquaphil Hand Sanitizer 120ml,Rs.350,120ml
3994,Hinged Knee Cap Large 1's,"Rs.2,495",1's
3995,Falgan IV Inf 1g 1Vialx100ml,MRP Rs.80 5% off Rs.76,100ml
3996,Bofalgan Inj 300mg 5Ampx2ml,Rs.82.90,5...
3997,Bofalgan IV Inf 1g 1Vialx100ml,Rs.129,1...
3998,Provas Inj 300mg 1Ampx2ml,Rs.22,1Ampx2ml
3999,Provas Inf 1g 1Vialx100ml,Rs.140.99,1vialx100ml
4000,Provas Inj 300mg 5Ampx2ml,Rs.110,5ampx2ml
4001,Adicos Syp 60ml,Rs.24.19,60ml
4002,Adicos-M Syp 60ml,Rs.33.26,60ml
4003,Adicos-M Syp 120ml,Rs.52.92,120ml
4004,Dipherol Syp 120ml,Rs.26,120ml
4005,Cocil Susp 120ml,Rs.43.50,120ml
4006,Dipherol Syp 450ml,Rs.79,450ml
4007,Pulmonol Cough Syp 120ml,Rs.95.31,120ml
4008,Ambrofen-P Susp 60ml,Rs.40,60's
4009,Amrid Syp 120ml,Rs.35,120ml
4010,Amrid Syp 60ml,Rs.39.10,60's
4011,Jewdin Syp 60ml,Rs.220,60's
4012,Mephen Syp 120ml,Rs.32,120ml
4013,Ambrofen P Fort Tab 10x10's,Rs.629,100's
4014,Ambrofen P Tab 10x10's,Rs.303.68,100's
4015,Costa Syp 100mg/5ml 120ml,Rs.59,90ml
4016,Costa Syp 250mg/5ml 120ml,Rs.110,20's
4017,Costa-Pro Syp 100mg/2.5mg 120ml,Rs.116.88,120ml
4018,Actifed DM Cough Syp 90ml,Rs.61.75,90ml
4019,Actifed-P Elix 90ml,Rs.88.29,90ml
4020,Actifed-P Cold Tab 400's,Rs.824.62,400's
4021,Panadol CF Day Caplet 10x10's,Rs.330,100's
4022,Coldrex Tab,Rs.23.77,10's
4023,Pacific's DM Syp 12.5mg/5ml 120ml,Rs.124.83,120ml
4024,Tasmi AM 5+80mg 14's,Rs.476, 14's
